TOTAL_VALUE,LOT_SQFT,YR_BUILT,LIVING_AREA,FLOORS,ROOMS,BEDROOMS,FULL_BATH,HALF_BATH,KITCHEN,FIREPLACE,REMODEL
348.1,7680,1960,1090,1,5,4,1,0,1,1,Old
290.7,4225,1950,1075,1,6,3,1,0,1,0,None
372.7,9408,1961,1056,1,6,3,1,0,1,1,None
226.265,4815,1960,1080,1,5,2,1,1,1,0,Recent
280,4600,1920,864,1,6,3,1,0,1,1,None
334.4,3200,1955,1176,2,7,3,1,1,1,1,Recent
412.7,7000,1984,1938,2,8,4,1,1,1,1,None
440.1,4712,1927,2291,1.5,9,3,2,0,1,0,None
302.9,5759,1955,1075,1,6,3,1,1,1,0,None
632.4,5368,1987,3880,2,9,3,2,0,1,1,None
365.6,14200,1960,1204,1,5,2,1,1,1,1,None
381.9,5720,1970,1620,2,7,3,1,1,1,1,None
333.4,11013,1900,1532,2,6,3,1,1,1,0,None
254.8,3685,1960,869,1,5,2,1,0,1,1,None
298.5,3200,1930,1303,2,7,3,1,1,1,0,Recent
353,7617,1955,1075,1,6,2,1,1,1,0,None
317.8,6004,1850,1802,2,7,4,2,0,1,0,None
333.8,4913,1950,1372,2,6,3,1,1,1,1,None
314.7,8612,1950,1075,1,6,2,1,0,1,1,Old
354.2,8450,1950,1474,1.5,7,4,1,1,1,1,None
429.2,7156,1965,1795,1.5,10,4,2,1,1,0,None
292.3,9391,1935,912,1,5,2,1,0,1,0,None
365,9334,1950,1285,1,6,3,1,1,1,1,None
324.1,5668,1950,1347,1,7,3,1,0,1,1,Old
307,5606,1950,1171,1,6,3,1,1,1,0,None
275,6778,1951,966,1,5,3,1,0,1,0,None
368.1,4965,1960,1571,1.5,6,3,2,0,1,1,Old
331.9,8530,1961,1056,1,6,3,1,0,1,1,None
315.3,8040,1960,864,1,6,3,1,0,1,1,None
332.9,4250,1955,1360,1.5,8,3,2,0,1,1,None
354.9,3200,1929,2404,1,7,3,1,2,1,0,Recent
266.4,5522,1954,1246,1,6,3,1,0,1,1,Old
258.6,4052,1955,827,1,4,2,1,0,1,1,None
482.8,5832,1989,2016,2,7,3,2,1,1,1,None
298.6,3928,1950,1346,1.5,6,2,1,1,1,1,None
352.6,5304,1954,1672,2,7,3,1,1,1,1,None
365.8,10354,1958,1422,1,6,4,2,0,1,0,None
415.1,6460,1980,1666,1.5,9,4,2,0,1,0,Recent
432.8,10400,1910,2282,2,9,3,2,0,1,1,Recent
307.9,3914,1920,1288,2,8,4,1,0,1,0,None
298.1,4052,1959,1313,1.5,6,3,2,0,1,1,Recent
431.3,23115,1903,1488,2,6,3,1,1,1,1,None
270.6,4550,1950,1075,1,6,3,1,0,1,1,None
315.9,6821,1951,1360,1,7,3,2,1,1,1,None
599.1,4968,1989,2870,2,10,4,2,2,1,1,None
470.8,6070,1930,2256,2.5,7,4,2,0,1,0,Recent
303.3,5931,1950,1415,1,6,3,1,1,1,1,None
334.5,5652,1961,1155,1,6,2,1,1,1,1,None
346.8,8415,1960,1148,1,5,3,1,0,1,1,None
377.6,7077,1920,1436,2,9,3,2,0,1,0,None
438.9,7400,1910,1666,2,6,3,1,1,1,0,None
279.1,8527,1950,768,1,5,2,1,0,1,0,Old
247.8,3300,1963,864,1,5,2,1,0,1,1,None
404.7,6066,1963,1470,2,8,4,1,2,1,1,None
323.5,4171,1922,1456,1,8,4,2,0,1,0,Recent
346,10400,1960,1120,1,6,3,1,0,1,1,None
332.8,6016,1960,864,1,6,3,2,0,1,1,None
412,6067,1963,1834,2,9,4,2,1,1,1,Recent
319,6576,1955,1220,1,6,2,1,0,1,0,None
388.1,4840,1950,1538,1,5,2,1,0,1,1,None
384.6,10400,1910,1728,2,8,2,2,0,1,0,None
308.3,4137,1890,1706,2,8,4,1,1,1,1,None
345.4,6067,1963,1470,2,7,4,1,2,1,1,None
317.2,5559,1960,1377,2,6,3,1,1,1,1,None
409.6,5431,1950,1712,2,8,4,1,1,1,0,Old
378.7,6500,1960,2560,2,10,3,1,1,1,1,Recent
773.5,7449,2004,3929,2,12,4,5,0,1,1,None
318.4,3300,1963,1306,1.5,6,3,2,0,1,1,None
294.3,6500,1960,1075,1,6,3,1,0,1,1,None
319,4514,1935,1571,1.5,6,3,2,0,1,0,None
545.4,4968,1989,2312,2,7,3,3,1,1,2,None
593.4,7196,2010,2850,2,8,4,2,1,1,1,None
353.7,5552,1915,1973,2,7,3,1,0,1,0,None
388.9,3700,1987,1380,2,7,3,2,1,1,0,None
279.5,5729,1950,960,1,5,3,1,1,1,1,None
297.6,10305,1960,850,1,4,2,1,0,1,1,None
335.3,5610,1955,1637,1.5,6,3,2,0,1,2,Old
341.2,5000,1910,1095,1.5,6,2,1,1,1,0,Old
328.9,6600,1950,1152,1,7,3,1,0,1,1,None
357.4,3364,1920,1389,1.5,6,3,1,1,1,2,None
282.5,4013,1960,1210,1,6,3,1,0,1,1,None
229.1,3620,1936,950,1,5,2,1,0,1,0,Old
333,5900,1960,1357,1,5,2,1,0,1,0,Old
333.7,3737,1945,1251,1,7,4,2,0,1,0,None
530.6,5076,1989,2354,2,7,3,3,1,1,1,None
468.3,13065,1965,1469,1.5,7,3,2,0,1,1,None
448.3,6799,1940,1568,2,7,4,2,0,1,1,Old
252.3,5203,1950,948,1,5,2,1,1,1,0,None
388.9,4293,1920,1422,1.5,6,2,1,2,1,0,Old
374.1,5387,1959,1666,1.5,6,3,1,1,1,1,Old
442.1,5500,1981,1306,1.5,7,3,2,0,1,0,Old
569.2,7000,0,2641,2,8,4,2,1,1,1,Recent
265.6,4639,1960,988,1,5,3,1,0,1,1,None
279.6,3043,1925,1200,2,7,3,1,0,1,0,None
339.4,3442,1959,1536,2,7,3,2,0,1,1,Old
302.9,3854,1951,1484,2,6,3,1,1,1,0,None
397.7,6427,1992,1690,2,7,4,2,1,1,1,None
269.3,4200,1925,857,1.5,6,3,1,0,1,0,Recent
356.1,7120,1920,1194,1.5,6,3,1,0,1,0,Recent
228.7,3760,1936,950,1,5,2,1,0,1,0,None
363.2,6600,1960,1350,1,7,3,1,0,1,1,None
281.7,6920,1960,1190,1,6,3,1,0,1,1,None
401.4,9230,1930,1554,2,7,3,2,1,1,1,None
507.9,4968,1993,2240,2,7,3,3,1,1,2,None
327.1,5850,1950,1075,1,5,2,1,0,1,1,None
283.3,4059,1960,1092,1,6,3,1,0,1,1,None
272.3,5400,1960,1056,1,5,2,1,0,1,1,None
355.8,4500,1973,1545,2,7,3,1,1,1,1,Old
373.6,9344,1955,1387,1.5,6,3,1,1,1,1,Recent
552.2,6932,2002,2832,2,7,3,3,0,1,1,None
328.1,4147,1929,1295,1,5,2,1,0,1,1,Recent
280.1,4013,1960,1042,1,6,2,1,0,1,1,Old
394,6600,1981,1306,1.5,6,3,2,0,1,0,None
343.4,6106,1920,1437,2,7,3,1,0,1,0,None
544.4,4968,2006,2167,2,7,4,3,1,1,1,None
304.8,9368,1960,912,1,5,2,1,0,1,1,None
347.5,6346,1957,1056,1,5,3,1,0,1,0,Recent
296.3,7800,1960,960,1,5,2,1,1,1,1,None
266,4026,1940,1047,1,6,3,1,1,1,1,None
514.4,11232,1970,2820,1,8,4,1,1,1,0,Old
299.7,5525,1894,1427,1.5,7,2,1,1,1,0,None
269.5,4585,1960,960,1,5,3,1,0,1,1,None
341.8,9230,1913,1517,1,7,2,1,0,1,0,Recent
518.3,7877,1951,2150,2,9,6,2,0,1,0,Recent
395.5,4714,1960,2000,2,6,4,2,1,1,1,Old
296.6,4500,1905,1121,1.5,6,3,1,0,1,0,Old
300.6,5588,1960,1265,1.5,6,3,1,1,1,1,Old
323.6,4050,1920,984,2,6,3,1,0,1,1,None
476,12180,1965,2167,1,8,3,2,0,1,1,Recent
267.3,3704,1950,864,1,5,2,1,0,1,1,None
298.3,4400,1956,960,1,5,3,1,0,1,0,None
383,4764,1920,2177,2,6,3,1,1,1,1,Old
359.5,6600,1981,1306,1.5,6,2,2,0,1,0,None
282.8,3750,1945,1254,1.5,6,3,2,0,1,1,None
354.8,5063,1966,1306,1.5,7,3,2,0,1,0,None
365.3,6624,1983,1387,1.5,5,3,1,1,1,1,Recent
290.1,4527,1933,1344,2,6,3,1,0,1,0,None
541.1,7616,2001,2591,2,8,4,2,1,1,1,None
399.8,13865,1925,1650,1.5,8,3,1,1,1,0,Recent
381.9,5841,1920,1758,2,7,3,1,1,1,1,None
469.3,5500,1907,1984,2.5,8,4,2,1,1,0,Recent
300,4780,1950,864,1,7,2,1,1,1,1,None
393.4,7104,1930,2081,2,7,3,1,1,1,0,None
276.7,3750,1950,1050,1,5,3,1,0,1,0,None
277.2,4680,1950,864,1,5,2,1,0,1,1,None
266.2,4127,1960,1075,1,6,3,1,0,1,0,None
550.5,5400,1991,2924,2,7,3,1,1,1,1,None
410,6391,1920,1824,2,7,3,1,1,1,0,None
318.4,4050,1959,1445,1.5,8,3,2,0,1,1,None
307,6399,1957,1056,1,6,2,1,0,1,0,None
272.9,4523,1920,1420,1,4,2,1,0,1,0,None
376.8,4960,1950,1536,1.5,7,3,2,0,1,0,Recent
305.5,5980,1961,1155,1,6,3,1,1,1,1,None
415.4,5681,1960,1872,2,8,4,1,1,1,1,None
337.8,5750,1920,1595,2,7,3,1,1,1,1,Old
459.4,12960,1970,1270,1,7,3,1,1,1,1,None
632.8,7498,2004,2762,2,8,4,2,1,1,1,None
496.1,6832,2001,2186,2,7,4,2,1,1,1,None
233.6,3600,1932,864,1,5,2,1,0,1,0,Recent
286.3,10400,1875,972,1.5,5,2,1,0,1,0,None
303.3,5536,1925,1396,1,6,2,1,1,1,0,Recent
284.6,4818,1950,998,1,6,2,1,0,1,1,None
386.2,5400,1961,1561,1.5,8,4,1,1,1,1,None
490.8,6022,1999,1680,2,8,3,2,1,1,1,None
284.9,4144,1960,1306,1.5,6,3,2,0,1,0,None
350.2,5484,1928,1560,2,8,3,1,0,1,0,None
347.8,6124,1957,1100,1,8,1,1,0,1,1,None
389.6,6600,1951,1383,1,7,3,1,1,1,1,None
506.2,7800,2001,2186,2,7,4,2,1,1,1,None
321.5,4935,1950,1224,1.5,6,3,2,0,1,0,None
295,5407,1900,1284,1.5,6,3,1,1,1,0,None
303.5,5214,1920,1344,2,7,3,1,0,1,0,None
288.1,5603,1961,864,1,5,2,1,0,1,1,Old
314.2,5782,1920,1456,1,7,4,1,0,1,0,None
356.1,6790,1925,1350,2,6,3,1,0,1,0,Recent
407.9,4010,1920,2080,2,8,4,3,0,1,0,Recent
358.6,4080,1969,1503,1.5,8,3,1,0,1,1,None
496.1,9858,1952,2038,1,12,5,3,0,2,2,None
475.5,5669,1960,2246,2,8,4,2,0,1,1,Recent
298.4,4068,1956,1399,1,5,2,1,1,1,1,Old
338.1,5569,1948,1008,1,6,3,1,0,1,1,None
339.2,5663,1957,1056,1,6,3,1,1,1,0,None
308.4,4554,1920,1232,2,7,3,1,1,1,0,None
440.1,14146,1940,1924,2,6,3,1,0,1,0,Recent
594.6,6881,2004,2582,2,8,4,2,1,1,1,None
460.8,13059,1890,1262,2,6,3,1,1,1,0,None
314.7,6735,1935,1176,1,8,3,2,1,1,0,None
320.4,4864,1950,1680,2,6,3,2,0,1,0,Recent
351.5,6918,1935,1632,2,7,4,1,1,1,1,None
448.4,11973,1890,2136,1.5,5,3,2,1,1,1,Recent
316.5,4250,1955,1370,1.5,6,3,2,0,1,1,Recent
505.4,7800,2001,2198,2,7,3,2,1,1,1,None
456.1,8088,1910,1586,2,6,3,1,1,1,0,Old
366.9,5656,1928,1450,2,7,3,1,0,1,0,None
278.5,4046,1961,1120,1,5,2,1,0,1,1,None
318.3,5087,1956,1306,1.5,6,3,1,1,1,1,None
351.8,6600,1950,1109,1,6,4,1,0,1,1,None
385.3,6382,1960,1503,1.5,7,3,1,1,1,1,None
419.4,6024,1967,2034,1,9,3,1,1,1,2,None
294.3,6119,1800,1154,1.5,6,3,2,0,1,1,None
414.7,4968,1961,1782,2,7,4,2,1,1,1,Recent
581.8,9020,1988,2421,2,10,3,2,1,1,1,None
591.8,7465,2004,2402,2,8,4,2,1,1,1,None
507.4,7800,2001,2170,2,8,4,2,1,1,1,None
325.1,7220,1935,840,1,5,2,1,0,1,0,Old
292.5,4422,1870,1291,1.5,6,3,1,1,1,0,Old
621.6,8106,2001,2788,2,11,3,3,1,1,1,None
289.1,5445,1950,1075,1,7,3,1,1,1,0,Old
423,9451,1900,1382,1.5,8,4,1,1,1,1,Old
317.5,5323,1957,1125,1,6,2,1,1,1,2,None
313.4,6036,1945,1028,1,5,2,1,0,1,1,Old
343.9,5651,1930,1748,1.5,7,3,2,0,1,0,None
378.2,3672,1930,1552,2,8,3,1,1,1,1,Recent
337.4,6600,1930,1226,1.5,7,3,1,1,1,0,None
351.2,9136,1920,1149,1.5,7,3,1,0,1,1,None
350.6,5899,1956,1650,2,7,3,2,0,1,1,Old
308.7,3788,1956,1464,2,7,4,1,1,1,1,None
337.1,5732,1920,1348,1.5,6,3,1,0,1,0,None
431.3,10259,1959,1958,1.5,8,3,2,1,1,1,Recent
311.7,6600,1950,1109,1,6,3,1,0,1,1,None
292.3,4000,1900,1468,1.5,7,3,1,1,1,0,None
237.5,4020,1960,902,1,5,2,1,0,1,1,None
417.1,6694,1967,1862,1.5,8,3,1,1,1,1,Old
502.6,4954,1985,2112,2,6,3,2,1,1,1,None
305.1,6314,1950,1306,1.5,6,3,1,1,1,0,None
304.5,4305,1971,1562,1.5,7,3,3,0,1,0,None
343.2,5565,1957,1125,1,6,2,1,1,1,1,Old
350.9,8116,1910,1500,2,8,5,1,0,1,0,None
655.3,7387,2005,3001,2,8,4,2,1,1,1,None
383.3,6036,1935,1580,1.5,7,3,1,1,1,0,Recent
252,4242,1940,928,1,5,2,1,0,1,1,Old
396.5,7480,1950,1816,2,7,3,1,1,1,0,None
322.1,4875,1920,1014,1,6,3,1,0,1,0,Old
397.2,12376,1900,1571,1.5,6,2,1,1,1,0,Old
339.2,5879,1950,1841,1.5,6,3,2,0,1,1,Old
295.4,6338,1900,1018,1.5,6,2,1,0,1,0,None
455.6,5220,1967,1984,2,8,4,2,1,1,0,None
272.9,4698,1930,1058,1,5,2,1,0,1,1,None
655.5,7397,2004,3001,2,8,4,2,1,1,1,None
291.3,7157,1950,1159,1,6,3,1,0,1,0,Old
310.6,4355,1950,1338,1.5,6,3,2,0,1,1,Recent
230.1,3990,1940,890,1,5,2,1,0,1,0,None
372.7,6858,1967,1611,1,8,3,1,1,1,2,None
275.6,6575,1960,816,1,4,2,1,0,1,0,None
307.7,4800,1945,968,1,5,2,1,0,1,1,None
377.8,6600,1920,1698,1.5,6,3,1,1,1,0,None
352.6,4921,1967,1284,1.5,7,3,1,0,1,1,None
425.2,13200,1910,1521,2,6,3,2,0,1,0,None
373.8,4891,1930,1414,1.5,7,3,1,1,1,0,None
410.4,8226,1910,1515,2,7,3,1,1,1,0,Old
313.8,5261,1936,1657,1.5,7,3,1,1,1,1,Old
378.2,9030,1962,1132,1,7,3,1,0,1,1,None
370.3,7206,1930,1345,1,6,3,1,0,1,0,None
303.1,5962,1962,988,1,7,3,1,1,1,1,None
359.9,7796,1860,1808,2,8,3,2,0,1,0,Old
330.2,5097,1967,1284,1.5,6,3,1,1,1,0,None
323.1,5656,1955,1434,1.5,7,3,1,1,1,1,None
364.6,6858,1967,1074,1,7,4,1,1,1,1,None
340.3,8500,1950,1470,1,5,2,1,1,1,1,None
421.3,5274,1920,1971,2,7,4,2,1,1,0,Recent
351.7,6600,1960,1500,2,6,3,1,1,1,1,None
662,6411,1998,3164,2,9,4,2,1,1,0,None
341.8,5358,1950,1809,1.5,7,3,2,0,1,1,Recent
346.7,4800,1937,1826,2,7,3,1,1,1,1,Old
399.3,7249,1930,1591,1.5,6,3,1,1,1,0,None
329.7,8512,1920,1160,2,5,3,1,1,1,0,None
282.8,3645,1950,1138,1,6,2,1,1,1,1,None
346.9,5388,1967,1284,1.5,7,4,1,1,1,0,None
331.4,5792,1950,1412,1.5,7,3,1,1,1,1,None
379.1,5375,1955,1500,2,7,3,1,1,1,1,None
388.3,4308,1935,1597,1.5,10,5,2,1,1,1,None
366.4,5800,1924,1404,2,6,3,1,0,1,0,None
304.9,4020,1938,1615,1.5,7,3,2,0,1,1,None
372.3,6535,1915,1236,1,6,2,1,0,1,1,None
368.2,12000,1885,1484,1.5,6,3,1,1,1,0,None
308,6003,1920,1479,1.5,6,3,1,1,1,0,None
287.3,4661,1962,1197,1.5,5,3,1,1,1,0,None
280.9,4800,1950,1134,1,6,2,1,0,1,1,Old
277.8,3658,1950,1138,1,7,2,1,1,1,1,None
350,5391,1945,1347,1,5,2,1,1,1,1,Recent
359.1,6600,1931,1446,1,7,3,1,0,1,0,Old
298.3,3640,1962,1272,2,6,3,1,1,1,0,None
383.7,5447,1967,1284,1.5,7,4,1,2,1,0,Old
389.7,4550,1987,1484,2,6,3,1,1,1,1,None
380.1,4841,1955,1180,1,6,3,1,2,1,1,None
270.5,4433,1930,1492,1,6,2,1,0,1,0,Old
395.6,8280,1920,1460,1,6,3,1,0,1,0,None
407.4,11117,1996,1480,2,5,3,2,1,1,1,None
286.2,4749,1925,1025,1,5,2,1,0,1,0,None
316,8418,1910,1019,1.5,6,3,1,0,1,0,None
317.1,4426,1930,1207,1,7,3,1,1,1,0,None
298.6,5508,1950,1020,1,7,3,2,0,1,0,Old
403.5,6600,1920,1500,2,7,4,1,0,1,1,None
309.1,4937,1935,1200,2,5,2,1,0,1,1,None
358.8,6960,1930,1329,1,6,3,2,0,1,0,None
341.5,4337,1924,1724,1.5,7,4,3,0,1,0,None
305.1,5205,1955,1075,1,6,3,1,1,1,1,None
303.9,4582,1930,1794,2,6,3,1,1,1,0,None
378,6560,1960,1294,1,8,4,1,1,1,1,None
459.3,17424,1987,2225,1.5,6,3,2,0,1,1,None
293.1,4800,1950,1134,1,7,3,1,0,1,1,Old
285.1,3549,1962,1387,1.5,6,3,1,0,1,1,Old
276.1,4950,1925,940,1,5,2,1,0,1,0,None
280.1,5490,1955,814,1,3,2,1,0,1,0,None
345.1,13693,1952,900,1,5,2,1,0,1,0,None
347.6,8250,1900,1152,2,6,3,1,0,1,0,None
326.4,5529,1955,1306,1.5,6,3,1,1,1,1,None
310.3,4842,1962,1197,1.5,5,3,1,0,1,1,None
304.6,5201,1950,1176,1,6,3,1,0,1,1,None
362.8,12238,1900,1437,1.5,7,3,1,1,1,0,Old
332.1,4210,1950,1377,1.5,6,3,2,0,1,1,None
336.2,3912,1950,1372,2,7,4,1,1,1,1,None
356.1,3480,1920,1188,2,6,3,1,0,1,0,None
312.4,4705,1950,1400,1.5,6,3,1,1,1,1,None
319.9,7864,1922,979,1.5,5,2,1,0,1,1,None
550.6,6778,1974,3957,2,9,5,3,1,1,3,None
443.9,4950,1950,1782,2,7,3,2,1,1,1,Recent
316.2,8423,1890,1085,1.5,6,3,1,1,1,0,None
423.5,6710,1965,1778,2,7,3,2,1,1,1,None
382.9,6473,1950,992,1,8,3,2,0,1,2,None
329.9,3160,1970,1536,2,7,4,1,1,1,1,None
278.7,5496,1956,1316,1,7,3,1,0,1,0,None
443.6,6615,1960,2015,1,7,3,1,1,1,1,None
329,6960,1970,1104,1,5,2,1,0,1,1,None
405.7,8250,1950,1536,2,7,3,1,1,1,1,None
381.7,6600,1920,1500,2,7,2,1,0,1,0,Recent
401.5,8334,1820,1813,2,7,3,1,1,1,0,None
304.2,4782,1950,1400,1.5,6,3,2,0,1,1,None
467.1,4790,1950,1808,2,8,4,2,0,1,1,Recent
286.5,4526,1955,1075,1,8,3,1,1,1,1,None
321.8,6995,1956,1264,1,6,3,1,0,1,0,None
386.7,4326,1965,1725,2,8,4,2,1,1,1,None
383,4824,1970,1580,2,7,4,1,1,1,1,None
294.8,5336,1950,1176,1,6,3,1,0,1,1,None
338.5,7928,1900,1266,2,7,3,1,1,1,0,None
255.9,5451,1925,920,1,5,2,1,0,1,0,None
268.5,3510,1960,1306,1.5,6,3,2,0,1,1,None
385.9,7776,1900,2098,2,9,5,1,1,1,3,None
476.7,33384,1850,1870,2,8,3,1,0,1,0,Old
426.4,6960,1988,1620,2,7,3,1,1,1,1,None
349.3,6600,1942,1544,2,7,3,1,0,1,1,None
308.9,4940,1875,1492,2,5,2,1,1,1,0,None
332.2,3340,1965,1428,2,6,3,1,1,1,1,None
320,4311,1955,1306,1.5,6,3,2,0,1,1,Recent
376.9,6855,1960,1503,1.5,7,4,1,1,1,0,None
325.3,3310,1960,1536,2,7,4,1,1,1,1,None
311.1,5029,1930,1456,1,5,2,1,0,1,1,None
361.5,8162,1954,1457,1.5,6,3,2,0,1,1,Old
267,4941,1950,904,1,5,2,1,0,1,1,None
281.6,4236,1956,1120,1,6,3,1,0,1,1,None
397.9,8687,1970,1600,2,7,3,1,1,1,1,Recent
408,6765,1960,1491,1,7,3,1,1,1,1,None
343.8,5045,1950,1142,1,7,3,2,0,1,1,None
400,5889,1950,1306,1.5,4,2,1,0,1,1,Recent
337.1,6270,1875,1619,2,9,6,1,1,1,0,None
339.6,4126,1960,1372,2,8,3,1,1,1,1,Old
650.3,6001,2009,2334,2,9,4,2,2,1,0,None
396.9,4009,1965,1600,2,7,4,1,1,1,1,None
408.6,6600,1940,1275,1.5,6,3,1,1,1,0,Recent
345.3,4114,1965,1600,2,8,4,1,1,1,1,None
317.8,5203,1964,1306,1.5,6,3,2,0,1,1,None
314.9,4416,1940,1344,2,8,4,1,1,1,0,None
366,7349,1970,1847,2,8,4,1,1,1,0,None
365.7,4143,1970,1600,2,8,4,1,1,1,1,None
330,4943,1950,816,1,4,2,1,0,1,1,None
477.9,5287,1989,1800,2,6,3,2,1,1,1,Recent
481.2,17411,1910,3021,2.5,10,5,1,0,1,1,Old
358.8,6300,1910,1961,2,8,4,2,0,1,0,Recent
326.5,5000,1950,1265,1.5,6,4,2,0,1,1,Recent
315.5,4608,1954,1366,1.5,6,2,2,0,1,1,None
273.4,4307,1947,1152,2,6,3,1,0,1,1,None
336.4,4572,1940,1260,2,6,3,1,0,1,1,Recent
322.1,5977,1940,1176,2,6,3,1,0,1,1,None
356.1,3360,1965,1536,2,7,4,1,1,1,1,None
500,6031,2003,2135,2,8,4,2,1,1,1,None
348.8,6600,1925,1306,1.5,6,2,1,1,1,0,None
412.7,9000,1910,1624,1.5,7,3,2,0,1,0,Recent
351.3,4427,1910,1404,2,6,3,1,1,1,0,None
349.3,4918,1950,1387,1.5,7,3,1,0,1,1,None
344.7,3068,1965,1600,2,6,3,1,1,1,1,None
309,5600,1950,1358,1.5,7,3,2,0,1,1,None
384.3,6960,1930,1560,2,7,4,1,1,1,1,Old
423.4,4112,1940,1682,1,8,3,2,1,1,1,Recent
463.3,6264,1990,1844,2,6,3,2,1,1,1,None
535.8,6835,1920,1465,2,6,3,2,1,1,0,Recent
309.5,4691,1900,1290,2,6,3,1,1,1,0,Old
369.5,4454,1947,1400,2,7,3,1,1,1,1,None
331.6,8066,1920,1305,1.5,6,4,2,0,1,0,None
414,5320,1988,1428,2,6,3,2,1,1,0,Old
292.9,4608,1920,960,2,6,2,1,0,1,0,None
405.8,4275,1910,1456,2,7,3,2,0,1,0,Recent
368.3,6600,1920,1600,2,7,4,1,1,1,1,None
397.9,5600,1930,2088,2,8,4,2,0,1,0,Recent
324.6,3720,1875,1708,2,6,3,1,1,1,1,None
423,7296,1910,2254,2,9,3,1,1,1,1,None
294.7,4935,1950,840,1,4,2,1,0,1,1,None
488.8,6950,1960,2052,2,9,4,2,1,1,1,None
323.2,4794,1900,1171,1.5,6,3,1,1,1,0,Recent
493.5,6362,1989,2798,2,8,3,2,1,1,1,None
348,4794,1925,1976,2,7,4,1,1,1,0,Old
344.7,3360,1970,1536,2,7,4,1,1,1,1,None
464.5,5616,1990,1650,2,8,5,2,2,1,0,None
291.7,7565,1945,800,1,5,1,1,0,1,0,Old
316.8,4275,1935,1241,1,6,2,1,1,1,0,None
299.4,4352,1925,1383,1,5,2,1,0,1,0,None
324.7,5500,1955,1414,1.5,6,3,3,0,2,1,None
287.7,4431,1947,1176,2,6,3,1,0,1,1,Recent
349.4,4597,1935,1334,2,7,3,1,0,1,1,None
279.8,5322,1850,1188,1.5,6,2,1,1,1,0,Old
441.5,4073,1989,1688,2.5,6,3,2,0,1,0,None
367.7,1830,1986,1908,2,8,4,1,1,1,1,Old
352.1,4794,1900,1496,1.5,7,3,2,1,1,0,Recent
318.9,4135,1891,2303,2,7,3,1,1,1,0,Old
307.9,4600,1910,1294,1,6,2,1,0,1,0,Recent
363.1,4948,1950,1428,1.5,7,2,1,1,1,1,None
338.3,3360,1970,1536,2,7,4,1,1,1,1,None
248.7,5498,1925,1680,1.5,6,3,2,0,1,0,None
571.9,5500,2009,2564,2,9,4,2,1,1,1,None
394.8,7595,1900,1624,2,6,3,1,1,1,0,Recent
289.1,4540,1940,1344,1,7,3,1,0,1,1,None
394.9,4275,1920,1295,1,6,3,1,0,1,0,None
462,5426,1989,1600,2,7,3,2,1,1,1,None
340.7,4352,1930,1372,2,6,3,2,0,1,0,Recent
327.1,4325,1935,1250,2,6,3,1,0,1,0,None
291.7,5250,1947,1170,2,6,3,1,0,1,1,None
287.3,6800,1952,851,1,6,2,1,0,1,1,None
354.7,5500,1920,1578,1,6,2,1,1,1,0,Recent
375.5,8563,1928,1846,2,8,4,1,0,1,0,None
305.8,5400,1935,1344,1,5,2,1,0,1,1,None
367,6535,1925,1812,2,10,5,2,0,2,0,Recent
364.6,7907,1998,1710,2,7,3,2,1,1,0,None
427.2,6067,1935,1659,2,10,3,1,1,1,1,None
353.9,3360,1970,1600,2,7,3,1,1,1,1,None
296.6,4275,1935,894,1,5,2,1,0,1,0,None
536.9,7625,2006,2016,2,9,4,3,1,1,1,None
444.9,8541,1875,2192,2,10,4,2,0,1,1,Old
409.5,4864,1950,2176,1.5,11,4,2,1,2,1,None
390.1,5616,1990,1584,2,6,3,2,1,1,1,None
431,5412,1989,1600,2,8,3,2,1,1,1,None
303.6,4936,1954,816,1,5,2,1,0,1,1,None
301.7,3183,1925,1217,1,7,2,2,1,1,0,Recent
535.8,5577,1924,2988,2,10,4,2,1,1,2,Recent
298.2,6800,1954,1210,1,6,2,1,0,1,0,None
417.4,5000,1810,1990,2,6,3,1,1,1,0,None
337.6,5710,1920,1300,2,8,3,1,0,1,1,None
343.5,3360,1970,1536,2,7,4,1,1,1,1,Old
383.7,4275,1928,1534,1.5,5,2,1,0,1,0,Recent
474.6,7500,1926,1966,1.5,7,3,1,1,1,1,None
441.4,6303,1935,1936,2,8,3,1,1,1,1,Recent
505.6,7205,1954,2375,1.5,11,6,3,0,2,0,None
263.8,4500,1925,912,1,5,2,1,0,1,0,None
465.5,6480,1990,1844,2,6,3,2,1,1,1,None
436.7,5395,1989,1600,2,6,3,2,1,1,1,None
436.5,4181,1935,1387,2,6,3,2,0,1,0,Recent
297.9,7335,1954,1011,1,5,2,1,1,1,0,None
331.1,6977,1885,1490,2,6,3,1,0,1,0,Old
416.2,5002,1961,1692,2,8,4,1,1,1,2,None
296.3,3600,1960,1428,1.5,7,3,2,0,1,1,None
281.1,6469,1950,1042,1,6,3,1,0,1,1,None
383.2,5000,1810,1834,2,7,3,1,1,1,1,None
337.3,3361,1970,1536,2,7,4,1,1,1,1,None
309.4,3649,1960,1488,2,7,4,1,1,1,1,None
352.7,5038,1920,1554,2,7,3,1,0,1,1,None
304.9,4275,1926,1095,1,6,2,1,0,1,0,None
347.7,6953,1965,1488,2,7,4,1,1,1,1,None
402.9,7500,1920,2226,1.5,7,2,1,0,1,1,Recent
481.9,5378,1989,1800,2,6,3,2,1,1,1,None
301.7,4109,1935,1267,1,5,2,1,0,1,1,None
